ID	d1	ignore theme	d1	telugu	d1	english	d1	Clue	d1	Image	d1	Sound
2548	|	Chocolate_Bars	|	ట్విక్స్ 	|	Twixs	|	ట్విక్స్ _clue	|		|	
2549	|	Chocolate_Bars	|	స్నికర్స్	|	Snikars	|	స్నికర్స్_clue	|		|	
2550	|	Chocolate_Bars	|	ఆల్మండ్ జాయ్ 	|	Almond Joy	|	ఆల్మండ్ జాయ్ _clue	|		|	
2551	|	Chocolate_Bars	|	మిల్కీ వే 	|	Milky Way	|	మిల్కీ వే _clue	|		|	
2552	|	Chocolate_Bars	|	కిట్ క్యాట్	|	Kit Cat	|	కిట్ క్యాట్_clue	|		|	
2553	|	Chocolate_Bars	|	మిస్టర్ గుడ్ బార్  	|	Mr. Good Bar	|	మిస్టర్ గుడ్ బార్  _clue	|		|	
2554	|	Chocolate_Bars	|	ఫిఫ్త్ అవెన్యూ 	|	Fifth Avenue	|	ఫిఫ్త్ అవెన్యూ _clue	|		|	
2555	|	Chocolate_Bars	|	హీత్ 	|	Heath	|	హీత్ _clue	|		|	
2556	|	Chocolate_Bars	|	హర్షిస్ మిల్క్ చాకొలేట్ 	|	Harsis Milk Chocolate	|	హర్షిస్ మిల్క్ చాకొలేట్ _clue	|		|	
2557	|	Chocolate_Bars	|	రీసెస్ నట్రేజియస్	|	Recess natrejiyas	|	రీసెస్ నట్రేజియస్_clue	|		|	
2558	|	Chocolate_Bars	|	హండ్రెడ్ గ్ర్యాండ్ 	|	Hundred gryand	|	హండ్రెడ్ గ్ర్యాండ్ _clue	|		|	
2559	|	Chocolate_Bars	|	వాచ్చామాకాలిట్ 	|	Whatchamaacall it	|	వాచ్చామాకాలిట్ _clue	|		|	
2560	|	Chocolate_Bars	|	బేబీ రూత్	|	Baby Ruth	|	బేబీ రూత్_clue	|		|	
2561	|	Chocolate_Bars	|	పే డే 	|	Pay Day	|	పే డే _clue	|		|	
2562	|	Chocolate_Bars	|	మౌండ్స్ డార్క్ 	|	Mounds Dark	|	మౌండ్స్ డార్క్ _clue	|		|	
2563	|	Chocolate_Bars	|	నట్  గూడీ 	|	Nut Goodie	|	నట్  గూడీ _clue	|		|	
2564	|	Chocolate_Bars	|	చుంకి 	|	Chunky	|	చుంకి _clue	|		|	
2565	|	Chocolate_Bars	|	ఓల్డ్  ఫెయిత్ఫుల్ 	|	Old faithful	|	ఓల్డ్  ఫెయిత్ఫుల్ _clue	|		|	
2566	|	Chocolate_Bars	|	ఓహ్  హెన్రీ 	|	Oh Henry	|	ఓహ్  హెన్రీ _clue	|		|	
2567	|	Chocolate_Bars	|	రీస్'స  క్రిస్పి  క్రంచ్ 	|	Rees's Crispy Crunch	|	రీస్'స  క్రిస్పి  క్రంచ్ _clue	|		|	
2568	|	Chocolate_Bars	|	జీరో 	|	Zero	|	జీరో _clue	|		|	
2569	|	Chocolate_Bars	|	రీస్'స ఫాస్ట్  ట్రాక్ 	|	Reese's Fast Track	|	రీస్'స ఫాస్ట్  ట్రాక్ _clue	|		|	
2570	|	Chocolate_Bars	|	రోలో 	|	Rolo	|	రోలో _clue	|		|	
2571	|	Chocolate_Bars	|	హర్షే స్   స్కోర్ 	|	Hershey's Skor	|	హర్షే స్   స్కోర్ _clue	|		|	
2572	|	Chocolate_Bars	|	స్కై బార్ 	|	Skybar	|	స్కై బార్ _clue	|		|	
2573	|	Chocolate_Bars	|	హర్షే స్  స్మోరేస్ 	|	Hershey's Smores	|	హర్షే స్  స్మోరేస్ _clue	|		|	
2574	|	Chocolate_Bars	|	టేక్  5 	|	Take 5	|	టేక్  5 _clue	|		|	
2575	|	Chocolate_Bars	|	యు -నో 	|	U-no	|	యు -నో _clue	|		|	
2576	|	Indian_Breakfast_Items	|	ఇగురు అవలక్కి 	|	Gojju Avalakki	|	ఇగురు అవలక్కి _clue	|		|	
2577	|	Indian_Breakfast_Items	|	గుజరాతీ దళ్	|	Gujarati Dal	|	గుజరాతీ దళ్_clue	|		|	
2578	|	Indian_Breakfast_Items	|	కొత్తిమీర అటుకులు 	|	Kothimeera Atukulu	|	కొత్తిమీర అటుకులు _clue	|		|	
2579	|	Indian_Breakfast_Items	|	బతుర 	|	Bhatura	|	బతుర _clue	|		|	
2580	|	Indian_Breakfast_Items	|	సేమియా పులావ్ 	|	Semiya Pulao	|	సేమియా పులావ్ _clue	|		|	
2581	|	Indian_Breakfast_Items	|	ఉగ్గాని /బొరుగుల ఉప్మా	|	Uggani/Borugula Upma	|	ఉగ్గాని /బొరుగుల ఉప్మా_clue	|		|	
2582	|	Indian_Breakfast_Items	|	మైసూర్ మసాలా దోస	|	Mysore Masala Dosa	|	మైసూర్ మసాలా దోస_clue	|		|	
2583	|	Indian_Breakfast_Items	|	ఆప్పం రెసిపీ	|	Appam Recipe	|	ఆప్పం రెసిపీ_clue	|		|	
2584	|	Indian_Breakfast_Items	|	రాగి ఇడ్లీ	|	Raagi Idli	|	రాగి ఇడ్లీ_clue	|		|	
2585	|	Indian_Breakfast_Items	|	అక్కి రోటి / ఎల్లు పజ్జి 	|	Akki Roti /Ellu pajji	|	అక్కి రోటి / ఎల్లు పజ్జి _clue	|		|	
2586	|	Indian_Breakfast_Items	|	రాగి దోస	|	Raagi Dosa	|	రాగి దోస_clue	|		|	
2587	|	Indian_Breakfast_Items	|	పుట్టు	|	Puttu	|	పుట్టు_clue	|		|	
2588	|	Indian_Breakfast_Items	|	క్యారెట్ ఇడ్లీ	|	Carrot Idli	|	క్యారెట్ ఇడ్లీ_clue	|		|	
2589	|	Indian_Breakfast_Items	|	మసాలా ఆమ్లెట్	|	Masala Omelette	|	మసాలా ఆమ్లెట్_clue	|		|	
2590	|	Indian_Breakfast_Items	|	ఇడియాప్పం	|	Idiyappam 	|	ఇడియాప్పం_clue	|		|	
2591	|	Indian_Breakfast_Items	|	కిచిడి గారెలు 	|	Perugu Garelu	|	కిచిడి గారెలు _clue	|		|	
2592	|	Indian_Breakfast_Items	|	వోట్స్ మసాలా	|	Oats Masala	|	వోట్స్ మసాలా_clue	|		|	
2593	|	Indian_Breakfast_Items	|	వోట్స్ Adai	|	Oats Adai	|	వోట్స్ Adai_clue	|		|	
2594	|	Indian_Breakfast_Items	|	వోట్స్ పొంగానాలు 	|	Oats Ponganalu	|	వోట్స్ పొంగానాలు _clue	|		|	
2595	|	Indian_Breakfast_Items	|	వోట్స్ బిసిబెలి  బాత్ 	|	Oats Bisibelabath	|	వోట్స్ బిసిబెలి  బాత్ _clue	|		|	
2596	|	Indian_Breakfast_Items	|	నిమ్మకాయ వోట్స్	|	Lemon Oats	|	నిమ్మకాయ వోట్స్_clue	|		|	
2597	|	Indian_Breakfast_Items	|	వోట్స్ వెజిటబుల్ రోటీ	|	Oats Vegetable Roti	|	వోట్స్ వెజిటబుల్ రోటీ_clue	|		|	
2598	|	Indian_Breakfast_Items	|	వోట్స్ బచ్చలికూర పొంగల్	|	Oats Spinach Pongal	|	వోట్స్ బచ్చలికూర పొంగల్_clue	|		|	
2599	|	Indian_Breakfast_Items	|	వోట్స్ ఊతప్పం 	|	Oats Uthappam	|	వోట్స్ ఊతప్పం _clue	|		|	
2600	|	Indian_Breakfast_Items	|	వోట్స్ ఉప్మా	|	Oats Upma	|	వోట్స్ ఉప్మా_clue	|		|	
2601	|	Indian_Breakfast_Items	|	వోట్స్ దోస	|	Oats Dosa	|	వోట్స్ దోస_clue	|		|	
2602	|	Indian_Breakfast_Items	|	ఇన్స్టంట్  వోట్స్ ఇడ్లీ	|	Instant Oats Idli	|	ఇన్స్టంట్  వోట్స్ ఇడ్లీ_clue	|		|	
2603	|	Indian_Breakfast_Items	|	పనీర్ శాండ్విచ్	|	Paneer Sandwich	|	పనీర్ శాండ్విచ్_clue	|		|	
2604	|	Indian_Breakfast_Items	|	వడ	|	Vada	|	వడ_clue	|		|	
2605	|	Indian_Breakfast_Items	|	బాటాటా  వడ 	|	Batata Vada	|	బాటాటా  వడ _clue	|		|	
2606	|	Indian_Breakfast_Items	|	మసాలా ఇడ్లీ	|	Masala Idli	|	మసాలా ఇడ్లీ_clue	|		|	
2607	|	Indian_Breakfast_Items	|	మామిడికాయ సేమ్య ఉప్మా 	|	Mamidikaya Semiya Upma	|	మామిడికాయ సేమ్య ఉప్మా _clue	|		|	
2608	|	Indian_Breakfast_Items	|	ఆలూ పరోటా	|	Alloo Paratha	|	ఆలూ పరోటా_clue	|		|	
2609	|	Indian_Breakfast_Items	|	వెజిటబుల్ సేవైని	|	Vegetable Sevai	|	వెజిటబుల్ సేవైని_clue	|		|	
2610	|	Indian_Breakfast_Items	|	మిరప చీజ్ టోస్ట్	|	Chilli Cheese Toast	|	మిరప చీజ్ టోస్ట్_clue	|		|	
2611	|	Indian_Breakfast_Items	|	మోచ చాక్లెట్ చిప్ ముఫ్ఫిన్స్ 	|	Mocha Chocolate Chip Muffins	|	మోచ చాక్లెట్ చిప్ ముఫ్ఫిన్స్ _clue	|		|	
2612	|	Indian_Breakfast_Items	|	వెజిటబుల్ మసాలా టోస్ట్	|	Vegetable Masala Toast	|	వెజిటబుల్ మసాలా టోస్ట్_clue	|		|	
2613	|	Indian_Breakfast_Items	|	సేమియా వెజిటబుల్ బిర్యాని	|	Vermicelli Vegetable Biryani	|	సేమియా వెజిటబుల్ బిర్యాని_clue	|		|	
2614	|	Indian_Breakfast_Items	|	వెజిటబుల్ మధ్యస్థం రోల్	|	Vegetable Kati Roll	|	వెజిటబుల్ మధ్యస్థం రోల్_clue	|		|	
2615	|	Indian_Breakfast_Items	|	ఓవర్ Ilis తో పప్పుల పొడి 	|	Left Over Ilis with pappula podi	|	ఓవర్ Ilis తో పప్పుల పొడి _clue	|		|	
2616	|	Indian_Breakfast_Items	|	చికెన్ సాసేజ్ పళ్ళెం	|	Chicken Sausage Platter	|	చికెన్ సాసేజ్ పళ్ళెం_clue	|		|	
2617	|	Indian_Breakfast_Items	|	రుచికర కిడ్నీ బీన్ శాండ్విచ్	|	Spiced Kidney Bean Sandwich	|	రుచికర కిడ్నీ బీన్ శాండ్విచ్_clue	|		|	
2618	|	Indian_Breakfast_Items	|	నిమ్మ తో రవ్వ పులిహోర	|	Ravva Pulihora with lemon	|	నిమ్మ తో రవ్వ పులిహోర_clue	|		|	
2619	|	Indian_Breakfast_Items	|	పూరీ బంగాళాదుంప కర్రీ	|	Puri Potato Curry	|	పూరీ బంగాళాదుంప కర్రీ_clue	|		|	
2620	|	Indian_Breakfast_Items	|	పునుక్కులు & శనగ కొత్తిమీర పచ్చడి	|	Punukkulu & Peanut Coriander Chutney	|	పునుక్కులు & శనగ కొత్తిమీర పచ్చడి_clue	|		|	
2621	|	Indian_Breakfast_Items	|	పెసరట్టు & అల్లం పచ్చడి	|	Pesarattu & Allampachadi	|	పెసరట్టు & అల్లం పచ్చడి_clue	|		|	
2622	|	Indian_Breakfast_Items	|	అటుకుల అట్టూ ( పోహా దోస )	|	Atukula Attu (Poha dosa)	|	అటుకుల అట్టూ ( పోహా దోస )_clue	|		|	
2623	|	Indian_Breakfast_Items	|	రవ్వ దోస 	|	Ravvadosa	|	రవ్వ దోస _clue	|		|	
2624	|	Indian_Breakfast_Items	|	సేమియా ఉప్మా	|	Semiya Upma	|	సేమియా ఉప్మా_clue	|		|	
2625	|	Indian_Breakfast_Items	|	గోధుమ రవ్వ టమాటా ఉప్మా 	|	Godhuma ravva tamota upma	|	గోధుమ రవ్వ టమాటా ఉప్మా _clue	|		|	
2626	|	Indian_Breakfast_Items	|	సెట్ దోస తో సాగు 	|	Setdosa with saagu	|	సెట్ దోస తో సాగు _clue	|		|	
2627	|	Indian_Breakfast_Items	|	సబుదన ఖిచడి	|	sabudana Khichdi	|	సబుదన ఖిచడి_clue	|		|	
2628	|	Indian_Breakfast_Items	|	ఎర్రకారం మసాల దోస	|	Errakaram masala dosa	|	ఎర్రకారం మసాల దోస_clue	|		|	
2629	|	Indian_Breakfast_Items	|	రవ్వ ఇడ్లీ	|	Ravva Idli	|	రవ్వ ఇడ్లీ_clue	|		|	
2630	|	Indian_Breakfast_Items	|	టమోటో దోస	|	Tomato Dosa	|	టమోటో దోస_clue	|		|	
2631	|	Indian_Breakfast_Items	|	రైస్ రవ్వ ఉప్మా	|	Rice Ravva Upma	|	రైస్ రవ్వ ఉప్మా_clue	|		|	
2632	|	Indian_Breakfast_Items	|	ఉల్లి గారెలు 	|	Ulli Gaarelu	|	ఉల్లి గారెలు _clue	|		|	
2633	|	Indian_Breakfast_Items	|	ఊతప్పం 	|	Uthappams	|	ఊతప్పం _clue	|		|	
2634	|	Indian_Breakfast_Items	|	పెసరట్టు ఉప్మా	|	Pesarattu Upma	|	పెసరట్టు ఉప్మా_clue	|		|	
2635	|	Indian_Breakfast_Items	|	సాంబార్ ఇడ్లీ	|	Sambar Idli	|	సాంబార్ ఇడ్లీ_clue	|		|	
2636	|	Indian_Breakfast_Items	|	మసాలా దోస	|	Masala Dosa	|	మసాలా దోస_clue	|		|	
2637	|	Indian_Breakfast_Items	|	మొలకలు సలాడ్	|	Sprouts Salad	|	మొలకలు సలాడ్_clue	|		|	
2638	|	Indian_Breakfast_Items	|	గోధుమ రవ్వ ఇడ్లీ	|	Godhuma ravva Idli	|	గోధుమ రవ్వ ఇడ్లీ_clue	|		|	
2639	|	Zodiac_Signs	|	మేష రాశి	|	Aries	|	మేష రాశి_clue	|		|	
2640	|	Zodiac_Signs	|	వృషభ రాశి	|	Taurus	|	వృషభ రాశి_clue	|		|	
2641	|	Zodiac_Signs	|	మిథున రాశి	|	Gemini	|	మిథున రాశి_clue	|		|	
2642	|	Zodiac_Signs	|	కర్కాటక రాశి	|	Caner	|	కర్కాటక రాశి_clue	|		|	
2643	|	Zodiac_Signs	|	సింహ రాశి	|	Leo	|	సింహ రాశి_clue	|		|	
2644	|	Zodiac_Signs	|	కన్యా రాశి	|	Virgo	|	కన్యా రాశి_clue	|		|	
2645	|	Zodiac_Signs	|	తులా రాశి	|	Libra	|	తులా రాశి_clue	|		|	
2646	|	Zodiac_Signs	|	వ్రుచికరాశి	|	Scorpio	|	వ్రుచికరాశి_clue	|		|	
2647	|	Zodiac_Signs	|	ధనూరాశి	|	Sagittarius	|	ధనూరాశి_clue	|		|	
2648	|	Zodiac_Signs	|	మకర రాశి	|	capricorn	|	మకర రాశి_clue	|		|	
2649	|	Zodiac_Signs	|	కుంభ రాశి	|	Aquarius	|	కుంభ రాశి_clue	|		|	
2650	|	Zodiac_Signs	|	మీనా రాశి	|	Pisces	|	మీనా రాశి_clue	|		|	
2651	|	Chinese_Zodiac_Signs	|	ఎలుక	|	Rat	|	ఎలుక_clue	|		|	
2652	|	Chinese_Zodiac_Signs	|	ఆక్స్	|	Ox	|	ఆక్స్_clue	|		|	
2653	|	Chinese_Zodiac_Signs	|	పులి	|	Tiger	|	పులి_clue	|		|	
2654	|	Chinese_Zodiac_Signs	|	కుందేలు	|	Rabbit	|	కుందేలు_clue	|		|	
2655	|	Chinese_Zodiac_Signs	|	డ్రాగన్	|	Dragon	|	డ్రాగన్_clue	|		|	
2656	|	Chinese_Zodiac_Signs	|	పాము	|	Snake	|	పాము_clue	|		|	
2657	|	Chinese_Zodiac_Signs	|	గుర్రము	|	Horse	|	గుర్రము_clue	|		|	
2658	|	Chinese_Zodiac_Signs	|	గొర్రె	|	Sheep	|	గొర్రె_clue	|		|	
2659	|	Chinese_Zodiac_Signs	|	కోతి	|	Monkey	|	కోతి_clue	|		|	
2660	|	Chinese_Zodiac_Signs	|	రూస్టర్	|	Rooster	|	రూస్టర్_clue	|		|	
2661	|	Chinese_Zodiac_Signs	|	కుక్క	|	Dog	|	కుక్క_clue	|		|	
2662	|	Chinese_Zodiac_Signs	|	పంది	|	Pig	|	పంది_clue	|		|	
2663	|	Countries_and_Flags	|	ఆఫ్గనిస్తాన్	|	Afghanistan	|	ఆఫ్గనిస్తాన్_clue	|		|	
2664	|	Countries_and_Flags	|	అల్బేనియా	|	Albania	|	అల్బేనియా_clue	|		|	
2665	|	Countries_and_Flags	|	అల్జీరియా	|	Algeria	|	అల్జీరియా_clue	|		|	
2666	|	Countries_and_Flags	|	అమెరికన్ సమోవ	|	American Samoa	|	అమెరికన్ సమోవ_clue	|		|	
2667	|	Countries_and_Flags	|	అండోరా	|	Andorra	|	అండోరా_clue	|		|	
2668	|	Countries_and_Flags	|	అంగోలా	|	Angola	|	అంగోలా_clue	|		|	
2669	|	Countries_and_Flags	|	ఆంగ్విలా	|	Anguilla	|	ఆంగ్విలా_clue	|		|	
2670	|	Countries_and_Flags	|	ఆంటిగ్వా & బార్బుడా	|	Antigua and Barbuda	|	ఆంటిగ్వా & బార్బుడా_clue	|		|	
2671	|	Countries_and_Flags	|	అర్జెంటీనా	|	Argentina	|	అర్జెంటీనా_clue	|		|	
2672	|	Countries_and_Flags	|	అర్మేనియా	|	Armenia	|	అర్మేనియా_clue	|		|	
2673	|	Countries_and_Flags	|	అరుబా	|	Aruba	|	అరుబా_clue	|		|	
2674	|	Countries_and_Flags	|	ఆస్ట్రేలియా	|	Australia	|	ఆస్ట్రేలియా_clue	|		|	
2675	|	Countries_and_Flags	|	ఆస్ట్రియా	|	Austria	|	ఆస్ట్రియా_clue	|		|	
2676	|	Countries_and_Flags	|	అజర్బేజాన్	|	Azerbaijan	|	అజర్బేజాన్_clue	|		|	
2677	|	Countries_and_Flags	|	బహామాస్	|	Bahamas	|	బహామాస్_clue	|		|	
2678	|	Countries_and_Flags	|	బహ్రెయిన్	|	Bahrain	|	బహ్రెయిన్_clue	|		|	
2679	|	Countries_and_Flags	|	బాంగ్లాదేశ్	|	Bangladesh	|	బాంగ్లాదేశ్_clue	|		|	
2680	|	Countries_and_Flags	|	బార్బొడాస్	|	Barbados	|	బార్బొడాస్_clue	|		|	
